Province,Date,Item,Count
山东省,2020-04-25,confirmed,787
山东省,2020-04-22,confirmed,787
山东省,2020-04-18,confirmed,787
山东省,2020-04-17,confirmed,787
山东省,2020-04-15,confirmed,784
山东省,2020-04-14,confirmed,784
山东省,2020-04-13,confirmed,784
山东省,2020-04-11,confirmed,784
山东省,2020-04-09,confirmed,783
山东省,2020-04-08,confirmed,783
山东省,2020-04-07,confirmed,781
山东省,2020-04-06,confirmed,780
山东省,2020-04-05,confirmed,779
山东省,2020-04-04,confirmed,778
山东省,2020-04-03,confirmed,778
山东省,2020-04-02,confirmed,775
山东省,2020-03-31,confirmed,774
山东省,2020-03-30,confirmed,773
山东省,2020-03-27,confirmed,772
山东省,2020-03-26,confirmed,771
山东省,2020-03-25,confirmed,769
山东省,2020-03-23,confirmed,767
山东省,2020-03-22,confirmed,765
山东省,2020-03-21,confirmed,764
山东省,2020-03-20,confirmed,762
山东省,2020-03-19,confirmed,761
山东省,2020-03-17,confirmed,761
山东省,2020-03-16,confirmed,760
山东省,2020-03-14,confirmed,760
山东省,2020-03-13,confirmed,760
山东省,2020-03-12,confirmed,760
山东省,2020-03-11,confirmed,759
山东省,2020-03-10,confirmed,758
山东省,2020-03-09,confirmed,758
山东省,2020-03-08,confirmed,758
山东省,2020-03-07,confirmed,758
山东省,2020-03-06,confirmed,758
山东省,2020-03-05,confirmed,758
山东省,2020-03-04,confirmed,758
山东省,2020-03-03,confirmed,758
山东省,2020-03-02,confirmed,758
山东省,2020-03-01,confirmed,756
山东省,2020-02-29,confirmed,756
山东省,2020-02-28,confirmed,756
山东省,2020-02-27,confirmed,756
山东省,2020-02-26,confirmed,756
山东省,2020-02-25,confirmed,755
山东省,2020-02-24,confirmed,755
山东省,2020-02-23,confirmed,754
山东省,2020-02-22,confirmed,750
山东省,2020-02-21,confirmed,748
山东省,2020-02-20,confirmed,546
山东省,2020-02-19,confirmed,544
山东省,2020-02-18,confirmed,543
山东省,2020-02-17,confirmed,541
山东省,2020-02-16,confirmed,537
山东省,2020-02-15,confirmed,530
山东省,2020-02-14,confirmed,519
山东省,2020-02-13,confirmed,497
山东省,2020-02-12,confirmed,498
山东省,2020-02-11,confirmed,467
山东省,2020-02-10,confirmed,459
山东省,2020-02-09,confirmed,435
山东省,2020-02-08,confirmed,407
山东省,2020-02-07,confirmed,379
山东省,2020-02-06,confirmed,343
山东省,2020-02-05,confirmed,275
山东省,2020-02-04,confirmed,270
山东省,2020-02-03,confirmed,246
山东省,2020-02-02,confirmed,206
山东省,2020-02-01,confirmed,202
山东省,2020-01-31,confirmed,178
山东省,2020-01-30,confirmed,145
山东省,2020-01-29,confirmed,121
山东省,2020-01-28,confirmed,87
山东省,2020-01-27,confirmed,63
山东省,2020-01-26,confirmed,39
山东省,2020-01-25,confirmed,21
山东省,2020-01-24,confirmed,6
山东省,2020-01-23,confirmed,2
山东省,2020-01-22,confirmed,1
海南省,2020-05-15,confirmed,169
海南省,2020-03-24,confirmed,168
海南省,2020-03-16,confirmed,168
海南省,2020-03-12,confirmed,168
海南省,2020-03-08,confirmed,168
海南省,2020-03-05,confirmed,168
海南省,2020-03-04,confirmed,168
海南省,2020-03-03,confirmed,168
海南省,2020-03-01,confirmed,168
海南省,2020-02-29,confirmed,168
海南省,2020-02-28,confirmed,168
海南省,2020-02-27,confirmed,168
海南省,2020-02-26,confirmed,168
海南省,2020-02-25,confirmed,168
海南省,2020-02-24,confirmed,168
海南省,2020-02-23,confirmed,168
海南省,2020-02-22,confirmed,168
海南省,2020-02-21,confirmed,168
海南省,2020-02-20,confirmed,168
海南省,2020-02-19,confirmed,163
海南省,2020-02-18,confirmed,163
海南省,2020-02-17,confirmed,163
海南省,2020-02-16,confirmed,162
海南省,2020-02-15,confirmed,162
海南省,2020-02-14,confirmed,158
海南省,2020-02-13,confirmed,157
海南省,2020-02-12,confirmed,151
海南省,2020-02-11,confirmed,142
海南省,2020-02-10,confirmed,136
海南省,2020-02-09,confirmed,128
海南省,2020-02-08,confirmed,124
海南省,2020-02-07,confirmed,106
海南省,2020-02-06,confirmed,99
海南省,2020-02-05,confirmed,80
海南省,2020-02-04,confirmed,79
海南省,2020-02-03,confirmed,71
海南省,2020-02-02,confirmed,63
海南省,2020-02-01,confirmed,53
海南省,2020-01-31,confirmed,49
海南省,2020-01-30,confirmed,46
海南省,2020-01-29,confirmed,43
海南省,2020-01-28,confirmed,40
海南省,2020-01-27,confirmed,31
海南省,2020-01-26,confirmed,22
海南省,2020-01-25,confirmed,17
海南省,2020-01-24,confirmed,5
海南省,2020-01-23,confirmed,5
海南省,2020-01-22,confirmed,0
福建省,2020-05-15,confirmed,356
福建省,2020-05-07,confirmed,356
福建省,2020-05-01,confirmed,356
福建省,2020-04-30,confirmed,355
福建省,2020-04-29,confirmed,355
福建省,2020-04-25,confirmed,355
福建省,2020-04-24,confirmed,355
福建省,2020-04-22,confirmed,355
福建省,2020-04-21,confirmed,355
福建省,2020-04-19,confirmed,355
福建省,2020-04-18,confirmed,355
福建省,2020-04-17,confirmed,354
福建省,2020-04-16,confirmed,353
福建省,2020-04-15,confirmed,353
福建省,2020-04-14,confirmed,353
福建省,2020-04-13,confirmed,352
福建省,2020-04-12,confirmed,352
福建省,2020-04-11,confirmed,351
福建省,2020-04-10,confirmed,351
福建省,2020-04-08,confirmed,351
福建省,2020-04-07,confirmed,351
福建省,2020-04-06,confirmed,350
福建省,2020-04-05,confirmed,350
福建省,2020-04-04,confirmed,350
福建省,2020-04-03,confirmed,349
福建省,2020-04-02,confirmed,345
福建省,2020-04-01,confirmed,345
福建省,2020-03-31,confirmed,343
福建省,2020-03-30,confirmed,340
福建省,2020-03-29,confirmed,338
福建省,2020-03-28,confirmed,337
福建省,2020-03-27,confirmed,331
福建省,2020-03-26,confirmed,328
福建省,2020-03-25,confirmed,322
福建省,2020-03-24,confirmed,318
福建省,2020-03-23,confirmed,313
福建省,2020-03-22,confirmed,307
福建省,2020-03-21,confirmed,303
福建省,2020-03-20,confirmed,299
福建省,2020-03-07,confirmed,296
福建省,2020-03-06,confirmed,296
福建省,2020-03-05,confirmed,296
福建省,2020-03-04,confirmed,296
福建省,2020-03-03,confirmed,296
福建省,2020-03-02,confirmed,296
福建省,2020-03-01,confirmed,296
福建省,2020-02-29,confirmed,296
福建省,2020-02-28,confirmed,296
福建省,2020-02-27,confirmed,296
福建省,2020-02-26,confirmed,294
福建省,2020-02-25,confirmed,294
福建省,2020-02-24,confirmed,293
福建省,2020-02-23,confirmed,293
福建省,2020-02-22,confirmed,293
福建省,2020-02-21,confirmed,293
福建省,2020-02-20,confirmed,293
福建省,2020-02-19,confirmed,293
福建省,2020-02-18,confirmed,292
福建省,2020-02-17,confirmed,290
福建省,2020-02-16,confirmed,287
福建省,2020-02-15,confirmed,285
福建省,2020-02-14,confirmed,281
福建省,2020-02-13,confirmed,272
福建省,2020-02-12,confirmed,272
福建省,2020-02-11,confirmed,267
福建省,2020-02-10,confirmed,261
福建省,2020-02-09,confirmed,250
福建省,2020-02-08,confirmed,239
福建省,2020-02-07,confirmed,215
福建省,2020-02-06,confirmed,215
福建省,2020-02-05,confirmed,194
福建省,2020-02-04,confirmed,194
福建省,2020-02-03,confirmed,179
福建省,2020-02-02,confirmed,159
福建省,2020-02-01,confirmed,144
福建省,2020-01-31,confirmed,120
福建省,2020-01-30,confirmed,101
福建省,2020-01-29,confirmed,82
福建省,2020-01-28,confirmed,73
福建省,2020-01-27,confirmed,56
福建省,2020-01-26,confirmed,18
福建省,2020-01-25,confirmed,18
福建省,2020-01-24,confirmed,5
福建省,2020-01-23,confirmed,4
福建省,2020-01-22,confirmed,1
山西省,2020-05-13,confirmed,198
山西省,2020-05-10,confirmed,198
山西省,2020-05-09,confirmed,198
山西省,2020-05-08,confirmed,198
山西省,2020-05-07,confirmed,198
山西省,2020-05-06,confirmed,198
山西省,2020-05-05,confirmed,198
山西省,2020-05-04,confirmed,198
山西省,2020-05-03,confirmed,198
山西省,2020-05-02,confirmed,197
山西省,2020-05-01,confirmed,197
山西省,2020-04-30,confirmed,197
山西省,2020-04-28,confirmed,197
山西省,2020-04-27,confirmed,197
山西省,2020-04-26,confirmed,197
山西省,2020-04-25,confirmed,197
山西省,2020-04-23,confirmed,197
山西省,2020-04-21,confirmed,197
山西省,2020-04-17,confirmed,197
山西省,2020-04-16,confirmed,194
山西省,2020-04-15,confirmed,186
山西省,2020-04-13,confirmed,173
山西省,2020-04-11,confirmed,172
山西省,2020-04-10,confirmed,168
山西省,2020-04-09,confirmed,166
山西省,2020-04-08,confirmed,163
山西省,2020-04-05,confirmed,138
山西省,2020-04-01,confirmed,137
山西省,2020-03-29,confirmed,136
山西省,2020-03-26,confirmed,135
山西省,2020-03-24,confirmed,134
山西省,2020-03-13,confirmed,133
山西省,2020-03-12,confirmed,133
山西省,2020-03-11,confirmed,133
山西省,2020-03-10,confirmed,133
山西省,2020-03-09,confirmed,133
山西省,2020-03-05,confirmed,133
山西省,2020-03-04,confirmed,133
山西省,2020-03-03,confirmed,133
山西省,2020-03-02,confirmed,133
山西省,2020-03-01,confirmed,133
山西省,2020-02-29,confirmed,133
山西省,2020-02-28,confirmed,133
山西省,2020-02-27,confirmed,133
山西省,2020-02-26,confirmed,133
山西省,2020-02-25,confirmed,133
山西省,2020-02-24,confirmed,132
山西省,2020-02-23,confirmed,132
山西省,2020-02-22,confirmed,132
山西省,2020-02-21,confirmed,132
山西省,2020-02-20,confirmed,131
山西省,2020-02-19,confirmed,131
山西省,2020-02-18,confirmed,130
山西省,2020-02-17,confirmed,129
山西省,2020-02-16,confirmed,128
山西省,2020-02-15,confirmed,127
山西省,2020-02-14,confirmed,126
山西省,2020-02-13,confirmed,124
山西省,2020-02-12,confirmed,124
山西省,2020-02-11,confirmed,122
山西省,2020-02-10,confirmed,119
山西省,2020-02-09,confirmed,115
山西省,2020-02-08,confirmed,104
山西省,2020-02-07,confirmed,96
山西省,2020-02-06,confirmed,90
山西省,2020-02-05,confirmed,81
山西省,2020-02-04,confirmed,74
山西省,2020-02-03,confirmed,66
山西省,2020-02-02,confirmed,56
山西省,2020-02-01,confirmed,47
山西省,2020-01-31,confirmed,39
山西省,2020-01-30,confirmed,35
山西省,2020-01-29,confirmed,27
山西省,2020-01-28,confirmed,20
山西省,2020-01-27,confirmed,13
山西省,2020-01-26,confirmed,9
山西省,2020-01-25,confirmed,6
山西省,2020-01-24,confirmed,1
山西省,2020-01-22,confirmed,0
江苏省,2020-05-11,confirmed,653
江苏省,2020-05-08,confirmed,653
江苏省,2020-05-07,confirmed,653
江苏省,2020-05-01,confirmed,653
江苏省,2020-04-30,confirmed,653
江苏省,2020-04-29,confirmed,653
江苏省,2020-04-24,confirmed,653
江苏省,2020-04-22,confirmed,653
江苏省,2020-04-21,confirmed,653
江苏省,2020-04-17,confirmed,653
江苏省,2020-04-15,confirmed,653
江苏省,2020-04-14,confirmed,653
江苏省,2020-04-12,confirmed,653
江苏省,2020-04-11,confirmed,652
江苏省,2020-04-10,confirmed,651
江苏省,2020-04-05,confirmed,651
江苏省,2020-04-03,confirmed,651
江苏省,2020-04-02,confirmed,647
江苏省,2020-03-31,confirmed,646
江苏省,2020-03-30,confirmed,645
江苏省,2020-03-29,confirmed,644
江苏省,2020-03-27,confirmed,641
江苏省,2020-03-26,confirmed,640
江苏省,2020-03-25,confirmed,638
江苏省,2020-03-24,confirmed,636
江苏省,2020-03-23,confirmed,633
江苏省,2020-03-22,confirmed,633
江苏省,2020-03-15,confirmed,631
江苏省,2020-03-13,confirmed,631
江苏省,2020-03-12,confirmed,631
江苏省,2020-03-10,confirmed,631
江苏省,2020-03-09,confirmed,631
江苏省,2020-03-08,confirmed,631
江苏省,2020-03-07,confirmed,631
江苏省,2020-03-06,confirmed,631
江苏省,2020-03-05,confirmed,631
江苏省,2020-03-04,confirmed,631
江苏省,2020-03-03,confirmed,631
江苏省,2020-03-02,confirmed,631
江苏省,2020-03-01,confirmed,631
江苏省,2020-02-29,confirmed,631
江苏省,2020-02-28,confirmed,631
江苏省,2020-02-27,confirmed,631
江苏省,2020-02-26,confirmed,631
江苏省,2020-02-25,confirmed,631
江苏省,2020-02-24,confirmed,631
江苏省,2020-02-23,confirmed,631
江苏省,2020-02-22,confirmed,631
江苏省,2020-02-21,confirmed,631
江苏省,2020-02-20,confirmed,631
江苏省,2020-02-19,confirmed,631
江苏省,2020-02-18,confirmed,629
江苏省,2020-02-17,confirmed,626
江苏省,2020-02-16,confirmed,617
江苏省,2020-02-15,confirmed,604
江苏省,2020-02-14,confirmed,593
江苏省,2020-02-13,confirmed,543
江苏省,2020-02-12,confirmed,543
江苏省,2020-02-11,confirmed,515
江苏省,2020-02-10,confirmed,492
江苏省,2020-02-09,confirmed,468
江苏省,2020-02-08,confirmed,439
江苏省,2020-02-07,confirmed,408
江苏省,2020-02-06,confirmed,373
江苏省,2020-02-05,confirmed,308
江苏省,2020-02-04,confirmed,308
江苏省,2020-02-03,confirmed,271
江苏省,2020-02-02,confirmed,236
江苏省,2020-02-01,confirmed,202
江苏省,2020-01-31,confirmed,168
江苏省,2020-01-30,confirmed,129
江苏省,2020-01-29,confirmed,99
江苏省,2020-01-28,confirmed,70
江苏省,2020-01-27,confirmed,33
江苏省,2020-01-26,confirmed,18
江苏省,2020-01-25,confirmed,18
江苏省,2020-01-24,confirmed,5
江苏省,2020-01-23,confirmed,1
云南省,2020-05-10,confirmed,185
云南省,2020-05-08,confirmed,185
云南省,2020-04-26,confirmed,185
云南省,2020-04-25,confirmed,185
云南省,2020-04-24,confirmed,184
云南省,2020-04-19,confirmed,184
云南省,2020-04-17,confirmed,184
云南省,2020-04-15,confirmed,184
云南省,2020-04-14,confirmed,184
云南省,2020-04-11,confirmed,184
云南省,2020-04-07,confirmed,184
云南省,2020-04-03,confirmed,184
云南省,2020-04-02,confirmed,183
云南省,2020-04-01,confirmed,182
云南省,2020-03-31,confirmed,181
云南省,2020-03-27,confirmed,180
云南省,2020-03-26,confirmed,178
云南省,2020-03-17,confirmed,176
云南省,2020-03-16,confirmed,175
云南省,2020-03-15,confirmed,174
云南省,2020-03-06,confirmed,174
云南省,2020-03-03,confirmed,174
云南省,2020-03-02,confirmed,174
云南省,2020-03-01,confirmed,174
云南省,2020-02-29,confirmed,174
云南省,2020-02-28,confirmed,174
云南省,2020-02-27,confirmed,174
云南省,2020-02-26,confirmed,174
云南省,2020-02-25,confirmed,174
云南省,2020-02-24,confirmed,174
云南省,2020-02-23,confirmed,174
云南省,2020-02-22,confirmed,174
云南省,2020-02-21,confirmed,174
云南省,2020-02-20,confirmed,172
云南省,2020-02-19,confirmed,173
云南省,2020-02-18,confirmed,172
云南省,2020-02-17,confirmed,171
云南省,2020-02-16,confirmed,169
云南省,2020-02-15,confirmed,162
云南省,2020-02-14,confirmed,162
云南省,2020-02-13,confirmed,154
云南省,2020-02-12,confirmed,154
云南省,2020-02-11,confirmed,149
云南省,2020-02-10,confirmed,141
云南省,2020-02-09,confirmed,140
云南省,2020-02-08,confirmed,138
云南省,2020-02-07,confirmed,135
云南省,2020-02-06,confirmed,128
云南省,2020-02-05,confirmed,122
云南省,2020-02-04,confirmed,117
云南省,2020-02-03,confirmed,109
云南省,2020-02-02,confirmed,99
云南省,2020-02-01,confirmed,91
云南省,2020-01-31,confirmed,76
云南省,2020-01-30,confirmed,70
云南省,2020-01-29,confirmed,51
云南省,2020-01-28,confirmed,44
云南省,2020-01-27,confirmed,19
云南省,2020-01-26,confirmed,11
云南省,2020-01-25,confirmed,11
云南省,2020-01-24,confirmed,2
云南省,2020-01-22,confirmed,1
浙江省,2020-05-05,confirmed,1268
浙江省,2020-05-02,confirmed,1268
浙江省,2020-05-01,confirmed,1268
浙江省,2020-04-30,confirmed,1268
浙江省,2020-04-29,confirmed,1268
浙江省,2020-04-28,confirmed,1268
浙江省,2020-04-27,confirmed,1268
浙江省,2020-04-26,confirmed,1268
浙江省,2020-04-24,confirmed,1268
浙江省,2020-04-23,confirmed,1268
浙江省,2020-04-22,confirmed,1268
浙江省,2020-04-21,confirmed,1268
浙江省,2020-04-20,confirmed,1268
浙江省,2020-04-19,confirmed,1268
浙江省,2020-04-17,confirmed,1268
浙江省,2020-04-15,confirmed,1268
浙江省,2020-04-14,confirmed,1267
浙江省,2020-04-13,confirmed,1267
浙江省,2020-04-12,confirmed,1267
浙江省,2020-04-11,confirmed,1267
浙江省,2020-04-09,confirmed,1267
浙江省,2020-04-08,confirmed,1266
浙江省,2020-04-07,confirmed,1265
浙江省,2020-04-06,confirmed,1264
浙江省,2020-04-05,confirmed,1263
浙江省,2020-04-04,confirmed,1262
浙江省,2020-04-03,confirmed,1260
浙江省,2020-04-02,confirmed,1258
浙江省,2020-03-31,confirmed,1257
浙江省,2020-03-30,confirmed,1255
浙江省,2020-03-29,confirmed,1254
浙江省,2020-03-28,confirmed,1251
浙江省,2020-03-27,confirmed,1246
浙江省,2020-03-26,confirmed,1243
浙江省,2020-03-25,confirmed,1241
浙江省,2020-03-24,confirmed,1240
浙江省,2020-03-23,confirmed,1238
浙江省,2020-03-22,confirmed,1237
浙江省,2020-03-21,confirmed,1236
浙江省,2020-03-20,confirmed,1234
浙江省,2020-03-19,confirmed,1233
浙江省,2020-03-17,confirmed,1232
浙江省,2020-03-16,confirmed,1231
浙江省,2020-03-15,confirmed,1231
浙江省,2020-03-14,confirmed,1227
浙江省,2020-03-12,confirmed,1215
浙江省,2020-03-11,confirmed,1215
浙江省,2020-03-10,confirmed,1215
浙江省,2020-03-09,confirmed,1215
浙江省,2020-03-08,confirmed,1215
浙江省,2020-03-07,confirmed,1215
浙江省,2020-03-06,confirmed,1215
浙江省,2020-03-05,confirmed,1215
浙江省,2020-03-04,confirmed,1213
浙江省,2020-03-03,confirmed,1213
浙江省,2020-03-02,confirmed,1205
浙江省,2020-03-01,confirmed,1205
浙江省,2020-02-29,confirmed,1205
浙江省,2020-02-28,confirmed,1205
浙江省,2020-02-27,confirmed,1205
浙江省,2020-02-26,confirmed,1205
浙江省,2020-02-25,confirmed,1205
浙江省,2020-02-24,confirmed,1205
浙江省,2020-02-23,confirmed,1205
浙江省,2020-02-22,confirmed,1205
浙江省,2020-02-21,confirmed,1203
浙江省,2020-02-20,confirmed,1175
浙江省,2020-02-19,confirmed,1173
浙江省,2020-02-18,confirmed,1172
浙江省,2020-02-17,confirmed,1171
浙江省,2020-02-16,confirmed,1167
浙江省,2020-02-15,confirmed,1162
浙江省,2020-02-14,confirmed,1155
浙江省,2020-02-13,confirmed,1131
浙江省,2020-02-12,confirmed,1131
浙江省,2020-02-11,confirmed,1117
浙江省,2020-02-10,confirmed,1092
浙江省,2020-02-09,confirmed,1075
浙江省,2020-02-08,confirmed,1048
浙江省,2020-02-07,confirmed,1006
浙江省,2020-02-06,confirmed,954
浙江省,2020-02-05,confirmed,829
浙江省,2020-02-04,confirmed,829
浙江省,2020-02-03,confirmed,724
浙江省,2020-02-02,confirmed,661
浙江省,2020-02-01,confirmed,537
浙江省,2020-01-31,confirmed,537
浙江省,2020-01-30,confirmed,428
浙江省,2020-01-29,confirmed,296
浙江省,2020-01-28,confirmed,173
浙江省,2020-01-27,confirmed,128
浙江省,2020-01-26,confirmed,35
浙江省,2020-01-25,confirmed,62
浙江省,2020-01-24,confirmed,27
浙江省,2020-01-23,confirmed,27
浙江省,2020-01-22,confirmed,5
安徽省,2020-04-24,confirmed,991
安徽省,2020-04-09,confirmed,991
安徽省,2020-03-08,confirmed,990
安徽省,2020-03-06,confirmed,990
安徽省,2020-03-05,confirmed,990
安徽省,2020-03-04,confirmed,990
安徽省,2020-03-03,confirmed,990
安徽省,2020-03-02,confirmed,990
安徽省,2020-03-01,confirmed,990
安徽省,2020-02-29,confirmed,990
安徽省,2020-02-28,confirmed,990
安徽省,2020-02-27,confirmed,989
安徽省,2020-02-26,confirmed,989
安徽省,2020-02-25,confirmed,989
安徽省,2020-02-24,confirmed,989
安徽省,2020-02-23,confirmed,989
安徽省,2020-02-22,confirmed,989
安徽省,2020-02-21,confirmed,988
安徽省,2020-02-20,confirmed,987
安徽省,2020-02-19,confirmed,986
安徽省,2020-02-18,confirmed,982
安徽省,2020-02-17,confirmed,973
安徽省,2020-02-16,confirmed,962
安徽省,2020-02-15,confirmed,950
安徽省,2020-02-14,confirmed,934
安徽省,2020-02-13,confirmed,889
安徽省,2020-02-12,confirmed,889
安徽省,2020-02-11,confirmed,860
安徽省,2020-02-10,confirmed,830
安徽省,2020-02-09,confirmed,779
安徽省,2020-02-08,confirmed,733
安徽省,2020-02-07,confirmed,665
安徽省,2020-02-06,confirmed,591
安徽省,2020-02-05,confirmed,480
安徽省,2020-02-04,confirmed,480
安徽省,2020-02-03,confirmed,408
安徽省,2020-02-02,confirmed,340
安徽省,2020-02-01,confirmed,237
安徽省,2020-01-31,confirmed,237
安徽省,2020-01-30,confirmed,200
安徽省,2020-01-29,confirmed,152
安徽省,2020-01-28,confirmed,106
安徽省,2020-01-27,confirmed,70
安徽省,2020-01-26,confirmed,30
安徽省,2020-01-25,confirmed,39
安徽省,2020-01-24,confirmed,9
安徽省,2020-01-23,confirmed,9
安徽省,2020-01-22,confirmed,0
重庆市,2020-04-24,confirmed,579
重庆市,2020-03-29,confirmed,579
重庆市,2020-03-24,confirmed,578
重庆市,2020-03-22,confirmed,577
重庆市,2020-03-15,confirmed,576
重庆市,2020-03-14,confirmed,576
重庆市,2020-03-13,confirmed,576
重庆市,2020-03-12,confirmed,576
重庆市,2020-03-11,confirmed,576
重庆市,2020-03-10,confirmed,576
重庆市,2020-03-09,confirmed,576
重庆市,2020-03-08,confirmed,576
重庆市,2020-03-07,confirmed,576
重庆市,2020-03-06,confirmed,576
重庆市,2020-03-05,confirmed,576
重庆市,2020-03-04,confirmed,576
重庆市,2020-03-03,confirmed,576
重庆市,2020-03-02,confirmed,576
重庆市,2020-03-01,confirmed,576
重庆市,2020-02-29,confirmed,576
重庆市,2020-02-28,confirmed,576
重庆市,2020-02-27,confirmed,576
重庆市,2020-02-26,confirmed,576
重庆市,2020-02-25,confirmed,576
重庆市,2020-02-24,confirmed,575
重庆市,2020-02-23,confirmed,573
重庆市,2020-02-22,confirmed,572
重庆市,2020-02-21,confirmed,567
重庆市,2020-02-20,confirmed,560
重庆市,2020-02-19,confirmed,555
重庆市,2020-02-18,confirmed,552
重庆市,2020-02-17,confirmed,551
重庆市,2020-02-16,confirmed,544
重庆市,2020-02-15,confirmed,537
重庆市,2020-02-14,confirmed,529
重庆市,2020-02-13,confirmed,509
重庆市,2020-02-12,confirmed,505
重庆市,2020-02-11,confirmed,486
重庆市,2020-02-10,confirmed,468
重庆市,2020-02-09,confirmed,446
重庆市,2020-02-08,confirmed,426
重庆市,2020-02-07,confirmed,411
重庆市,2020-02-06,confirmed,389
重庆市,2020-02-05,confirmed,366
重庆市,2020-02-04,confirmed,337
重庆市,2020-02-03,confirmed,300
重庆市,2020-02-02,confirmed,262
重庆市,2020-02-01,confirmed,238
重庆市,2020-01-31,confirmed,206
重庆市,2020-01-30,confirmed,165
重庆市,2020-01-29,confirmed,147
重庆市,2020-01-28,confirmed,132
重庆市,2020-01-27,confirmed,110
重庆市,2020-01-26,confirmed,48
重庆市,2020-01-25,confirmed,57
重庆市,2020-01-24,confirmed,9
重庆市,2020-01-23,confirmed,9
重庆市,2020-01-22,confirmed,5
贵州省,2020-04-19,confirmed,147
贵州省,2020-03-18,confirmed,147
贵州省,2020-03-17,confirmed,147
贵州省,2020-03-16,confirmed,146
贵州省,2020-03-14,confirmed,146
贵州省,2020-03-13,confirmed,146
贵州省,2020-03-12,confirmed,146
贵州省,2020-03-11,confirmed,146
贵州省,2020-03-10,confirmed,146
贵州省,2020-03-09,confirmed,146
贵州省,2020-03-08,confirmed,146
贵州省,2020-03-07,confirmed,146
贵州省,2020-03-02,confirmed,146
贵州省,2020-02-27,confirmed,146
贵州省,2020-02-25,confirmed,146
贵州省,2020-02-23,confirmed,146
贵州省,2020-02-22,confirmed,146
贵州省,2020-02-21,confirmed,146
贵州省,2020-02-20,confirmed,146
贵州省,2020-02-19,confirmed,146
贵州省,2020-02-18,confirmed,146
贵州省,2020-02-17,confirmed,146
贵州省,2020-02-16,confirmed,144
贵州省,2020-02-15,confirmed,143
贵州省,2020-02-14,confirmed,140
贵州省,2020-02-13,confirmed,133
贵州省,2020-02-12,confirmed,131
贵州省,2020-02-11,confirmed,118
贵州省,2020-02-10,confirmed,109
贵州省,2020-02-09,confirmed,96
贵州省,2020-02-08,confirmed,89
贵州省,2020-02-07,confirmed,77
贵州省,2020-02-06,confirmed,69
贵州省,2020-02-05,confirmed,58
贵州省,2020-02-04,confirmed,56
贵州省,2020-02-03,confirmed,46
贵州省,2020-02-02,confirmed,38
贵州省,2020-01-31,confirmed,15
贵州省,2020-01-30,confirmed,12
贵州省,2020-01-29,confirmed,9
贵州省,2020-01-28,confirmed,9
贵州省,2020-01-27,confirmed,7
贵州省,2020-01-26,confirmed,5
贵州省,2020-01-25,confirmed,4
贵州省,2020-01-24,confirmed,3
贵州省,2020-01-23,confirmed,3
贵州省,2020-01-22,confirmed,0
湖南省,2020-04-18,confirmed,1019
湖南省,2020-04-02,confirmed,1019
湖南省,2020-03-14,confirmed,1018
湖南省,2020-03-13,confirmed,1018
湖南省,2020-03-12,confirmed,1018
湖南省,2020-03-11,confirmed,1018
湖南省,2020-03-10,confirmed,1018
湖南省,2020-03-09,confirmed,1018
湖南省,2020-03-08,confirmed,1018
湖南省,2020-03-07,confirmed,1018
湖南省,2020-03-06,confirmed,1018
湖南省,2020-03-05,confirmed,1018
湖南省,2020-03-04,confirmed,1018
湖南省,2020-03-03,confirmed,1018
湖南省,2020-03-02,confirmed,1018
湖南省,2020-03-01,confirmed,1018
湖南省,2020-02-29,confirmed,1018
湖南省,2020-02-28,confirmed,1017
湖南省,2020-02-27,confirmed,1017
湖南省,2020-02-26,confirmed,1016
湖南省,2020-02-25,confirmed,1016
湖南省,2020-02-24,confirmed,1016
湖南省,2020-02-23,confirmed,1016
湖南省,2020-02-22,confirmed,1013
湖南省,2020-02-21,confirmed,1011
湖南省,2020-02-20,confirmed,1010
湖南省,2020-02-19,confirmed,1008
湖南省,2020-02-18,confirmed,1007
湖南省,2020-02-17,confirmed,1006
湖南省,2020-02-16,confirmed,1004
湖南省,2020-02-15,confirmed,1001
湖南省,2020-02-14,confirmed,988
湖南省,2020-02-13,confirmed,946
湖南省,2020-02-12,confirmed,946
湖南省,2020-02-11,confirmed,912
湖南省,2020-02-10,confirmed,879
湖南省,2020-02-09,confirmed,838
湖南省,2020-02-08,confirmed,803
湖南省,2020-02-07,confirmed,772
湖南省,2020-02-06,confirmed,711
湖南省,2020-02-05,confirmed,593
湖南省,2020-02-04,confirmed,593
湖南省,2020-02-03,confirmed,521
湖南省,2020-02-02,confirmed,463
湖南省,2020-02-01,confirmed,389
湖南省,2020-01-31,confirmed,332
湖南省,2020-01-30,confirmed,277
湖南省,2020-01-29,confirmed,221
湖南省,2020-01-28,confirmed,143
湖南省,2020-01-27,confirmed,100
湖南省,2020-01-26,confirmed,43
湖南省,2020-01-25,confirmed,43
湖南省,2020-01-24,confirmed,9
湖南省,2020-01-23,confirmed,9
湖南省,2020-01-22,confirmed,1
甘肃省,2020-04-16,confirmed,139
甘肃省,2020-04-14,confirmed,139
甘肃省,2020-04-09,confirmed,139
甘肃省,2020-04-08,confirmed,139
甘肃省,2020-04-06,confirmed,139
甘肃省,2020-04-04,confirmed,138
甘肃省,2020-04-01,confirmed,138
甘肃省,2020-03-29,confirmed,137
甘肃省,2020-03-28,confirmed,136
甘肃省,2020-03-27,confirmed,136
甘肃省,2020-03-26,confirmed,136
